module_id	strictest_pval	n_genes	n_domains	tokenised_genes
769	0.06787747825426027	8	10	ABM_c11,ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,DegT_DnrJ_EryC1_c9,Epimerase_c45,GFO_IDH_MocA_c25,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
770	0.07184559190927708	8	10	ABM_c22,Cyclase_polyket,FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Methyltransf_2,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
771	0.07062201890421149	3	10	DAHP_synth_2_c7,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,GFO_IDH_MocA_c20
772	0.07665304415992577	9	19	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,UDPGT_c50
773	0.07716197092904677	3	4	ADH_N_c12;ADH_zinc_N_c16,Methyltransf_11_c19,Methyltransf_11_c40
774	0.06302225456769657	3	5	Ald_Xan_dh_C;Ald_Xan_dh_C2,NTP_transf_3_c17,XdhC_CoxI;XdhC_C
775	0.06314607398591253	3	4	ADH_N_c12;ADH_zinc_N_c16,AMP-binding_c42,Methyltransf_11_c40
776	0.07247584486648724	4	7	2-oxoacid_dh;DUF1100,DegT_DnrJ_EryC1_c9,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14
777	0.07770735108250042	3	4	ADH_N_c45;ADH_zinc_N_c26,B12-binding_c31,PhyH_c4
778	0.08295520352348261	7	9	ABM_c11,FAD_binding_3_c3,FAD_binding_3_c59,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
779	0.07844911482907975	6	13	4HBT_c18,Acyl-CoA_dh_N;Acyl-CoA_dh_2,Flavin_Reduct,MDMPI_N;Wyosine_form,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29,p450_c4
780	0.06943136009122071	6	10	ACP_syn_III_c23;ACP_syn_III_C_c28,AMP-binding_c16;PP-binding_c16,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c56,FMO-like,Lipase_3,PP-binding_c16
781	0.06577108087216645	3	3	p450_c26,p450_c8,polyprenyl_synt_c5
782	0.06396005013419492	3	4	AMP-binding_c16,Abhydrolase_1_c20,Acyl-CoA_dh_M;Acyl-CoA_dh_1_c41
783	0.062403517713791	3	3	Acetyltransf_1_c24,GDPD,Glyoxalase_c33
784	0.06582018683794764	3	3	Epimerase_c2,FdtA,NTP_transferase
785	0.07948770426509325	7	12	Epimerase_c56,Glycos_transf_1_c12,HAD_2_c31,Methyltransf_25_c52,PhyH_c33,Radical_SAM_c59,ketoacyl-synt_c27;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c37;PS-DH_c47;PP-binding_c16
786	0.07352555343472711	7	9	Abhydrolase_1_c48,FabA_c5,FabA_c6,adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c30,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
787	0.06597544498680684	5	5	ACPS_c7,Acetyltransf_8,K_oxygenase_c44,TauD_c3,Thioesterase_c1
788	0.08314708789795935	9	12	ABM_c11,ACP_syn_III_c51;ACP_syn_III_C_c5,Acyl_transf_1_c46,Epimerase_c45,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
789	0.06950792511573273	5	5	AA_kinase_c5,BtrH_N,DegT_DnrJ_EryC1_c3,RimK,Semialdhyde_dh
790	0.07276291712390287	5	8	ADH_N_c37;ADH_zinc_N_c59,AMP-binding_c30,Chorismate_bind_c38;GATase_c53,Lyase_1;ADSL_C,NAD_binding_9
791	0.06774638171337427	3	3	FAD_binding_3_c3,Methyltransf_2,NAD_binding_10
792	0.08330364317951966	6	7	Abhydrolase_1_c19,Acetyltransf_1_c34,FAD_binding_3_c39,Gln-synt_C,Glyoxalase_c9;Glyoxalase_c25,Peptidase_C26
793	0.0695842887471115	3	3	Epimerase_c45,NTP_transferase,UDPGT_c24
794	0.0727234725135726	3	4	AMP-binding_c32;AMP-binding_C_c48,Amino_oxidase_c17,Sulfotransfer_3
795	0.07457161761712876	3	3	ABM_c11,Cyclase_polyket,Gln-synt_C
796	0.0807036747080386	6	9	AMP-binding_c26;AMP-binding_C_c31,AMP-binding_c26;AMP-binding_C_c61,Abhydrolase_1_c20,Aminotran_1_2_c23,Peptidase_S15;PepX_C,TauD_c39
797	0.06867732366496535	4	5	2-oxoacid_dh;DUF1100,ACP_syn_III_c39,DegT_DnrJ_EryC1_c20,PP-binding_c59
798	0.08226887414255887	6	6	DegT_DnrJ_EryC1_c46,Epimerase_c2,NTP_transferase,TylF,UDPGT_c13,dTDP_sugar_isom
799	0.0727949286446542	3	8	AMP-binding_c3;AMP-binding_C_c31,Thioesterase_c24,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PP-binding_c13
800	0.06796644655119816	4	5	Epimerase_c9,Glyco_transf_28;UDPGT_c50,Radical_SAM_c31,TylF
801	0.06953774761513493	3	3	Pyr_redox_2_c5,adh_short_c29,p450_c3
802	0.06774638171337427	3	16	ketoacyl-synt_c37;Ketoacyl-synt_C_c16;KAsynt_C_assoc;Acyl_transf_1_c18,ketoacyl-synt_c37;Ketoacyl-synt_C_c16;KAsynt_C_assoc;Acyl_transf_1_c18;adh_short_c9;PP-binding_c13,ketoacyl-synt_c7;Ketoacyl-synt_C_c7;KAsynt_C_assoc;Acyl_transf_1_c7;KR_c5;PP-binding_c22
803	0.06694138989964232	4	4	G_glu_transpept,Glyoxalase_c30,Methyltransf_25_c9,PhzC-PhzF_c35
804	0.06302225456769657	3	6	AMP-binding_c53;AMP-binding_C_c87,Beta_elim_lyase,PALP;ATPgrasp_N;ATP-grasp_4
805	0.07247584486648724	4	7	2-oxoacid_dh;DUF1100,DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14
806	0.08360747828406223	8	11	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
807	0.07755757748062259	7	8	ABM_c11,Cyclase,DegT_DnrJ_EryC1_c9,Epimerase_c45,SnoaL,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
808	0.08377913973467545	3	3	Amino_oxidase_c12,Lycopene_cycl,Methyltransf_11_c14
809	0.07957602305053968	3	3	CoA_transf_3,Cyclase,HpcH_HpaI_c34
810	0.0727234725135726	5	6	DUF1205_c1,DegT_DnrJ_EryC1_c12,Epimerase_c45,FAD_binding_3_c42;adh_short_c18,Oxidored_FMN_c33
811	0.076383398157544	4	4	FabA_c5,PP-binding_c24,ketoacyl-synt_c12,polyprenyl_synt_c14
812	0.06538993851532379	3	4	AMP-binding_c53;AMP-binding_C_c61,Cyclase_polyket,Polyketide_cyc2
813	0.08360747828406223	7	9	ACP_syn_III_c51;ACP_syn_III_C_c5,DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
814	0.08244465895045583	6	7	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c18,HMG-CoA_red,Isochorismatase_c20,PTase_Orf2,PhzC-PhzF_c9
815	0.08212688682742017	7	9	ABM_c11,Cyclase,FAD_binding_3_c59,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
816	0.07138961727085294	3	3	FAD_binding_3_c10,PhyH_c43,Trp_DMAT_c3
817	0.0750796153633914	3	5	Aconitase;Aconitase_C,DIOX_N_c34;2OG-FeII_Oxy_c30,Iso_dh
818	0.07097696583135021	5	6	Acyl_transf_1_c4,Glucokinase,Methyltransf_21,RGP,ketoacyl-synt_c16;Ketoacyl-synt_C_c67
819	0.08360747828406223	6	7	ACP_syn_III_c51;ACP_syn_III_C_c5,DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,dTDP_sugar_isom
820	0.0750127499015744	5	9	FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Glyco_trans_4_4_c28;UDPGT_c13,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
821	0.07153364053868416	4	17	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;KR_c5;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,SnoaL_2_c24,Thioesterase_c22
822	0.08427154677251841	8	16	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Dala_Dala_lig_N;Dala_Dala_lig_C,ECH_1_c16,ECH_1_c42,ECH_1_c43,Glyoxalase_c27;Glyoxalase_c6,Peptidase_M15
823	0.06228895527145864	4	5	Aminotran_1_2_c42,B12-binding_c20;Radical_SAM_c36,SnoaL,adh_short_c34
824	0.07631546409097037	3	3	Catalase,Trp_DMAT_c3,adh_short_c3
825	0.06603678144521304	3	11	ADH_N_c17;ADH_zinc_N_c24,ketoacyl-synt_c31;Ketoacyl-synt_C_c11;KAsynt_C_assoc;Acyl_transf_1_c9;PS-DH_c14;Methyltransf_12_c14;adh_short_c9;PP-binding_c7,p450_c43
826	0.06484137306554216	6	7	Abhydrolase_1_c19,Acetyltransf_1_c34,FAD_binding_3_c39,Glyoxalase_c9;Glyoxalase_c25,Peptidase_C26,Sulfotransfer_4
827	0.0656349631410762	3	9	Amino_oxidase_c17,Arginase_c26,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;adh_short_c9;PP-binding_c13
828	0.0727234725135726	5	7	Carboxyl_trans,Cyclase_polyket,FAD_binding_3_c42;adh_short_c18,adh_short_c10,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
829	0.07247584486648724	4	5	2-oxoacid_dh;DUF1100,DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25,TylF
830	0.06774638171337427	3	5	ACP_syn_III_c33;ACP_syn_III_C_c38,PP-binding_c53,ketoacyl-synt_c56;Ketoacyl-synt_C_c13
831	0.07032366599345675	4	6	DUF1729;MaoC_dehydratas;Acyl_transf_1_c19,Peroxidase_2,p450_c3,p450_c45
832	0.07838286658407105	6	10	AMP-binding_c26;AMP-binding_C_c31;PP-binding_c6,AMP-binding_c26;AMP-binding_C_c61,Abhydrolase_1_c20,Aminotran_1_2_c23,Peptidase_S15;PepX_C,TauD_c39
833	0.06522808889093762	7	12	Biotin_carb_N;CPSase_L_D2;Biotin_carb_C;Biotin_lipoyl,Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c62
834	0.07524235526233934	5	9	Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c16,Aminotran_5_c11,Malate_synthase,Nitroreductase_c22;Nitroreductase_c49,ThiF;Rhodanese
835	0.06994207562494298	3	3	FabA_c5,PP-binding_c28,adh_short_c13
836	0.06994207562494298	4	5	FabA_c56,PP-binding_c28,adh_short_c13,ketoacyl-synt_c33;Ketoacyl-synt_C_c18
837	0.07665304415992577	5	8	Aminotran_3_c22,B12-binding_c51;Radical_SAM_c26,DHQ_synthase_c32,GFO_IDH_MocA_c2;GFO_IDH_MocA_C,Glyco_transf_4_c4;Glycos_transf_1_c2
838	0.07255864591706376	8	10	4HBT_c18,Abhydrolase_1_c9,FAD_binding_3_c7,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,PP-binding_c21,p450_c4
839	0.07370402507194931	7	10	Condensation_c15,GATase_7_c9;Asn_synthase_c4,Glyco_transf_9,Glyoxalase_c16,PP-binding_c23,PP-binding_c4;Condensation_c11,PfkB;CTP_transf_like
840	0.08432576441188296	3	3	p450_c26,p450_c7,polyprenyl_synt_c30
841	0.07277765978528791	6	6	Catalase,Methyltransf_33,Oxidored_FMN_c12,PhyH_c43,Trp_DMAT_c3,p450_c22
842	0.0772822755377994	5	5	DegT_DnrJ_EryC1_c46,Radical_SAM_c31,TylF,UDPGT_c13,dTDP_sugar_isom
843	0.06646574117398668	7	9	DegT_DnrJ_EryC1_c20,Epimerase_c2,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,UDPGT_c13,dTDP_sugar_isom
844	0.07631546409097037	3	3	Amino_oxidase_c17,Arginase_c26,Sulfotransfer_3
845	0.07225109245438223	3	4	AMP-binding_c32;AMP-binding_C_c48,Acyl_transf_1_c50,Amino_oxidase_c17
846	0.07938865287885016	4	8	AMP-binding_c43;AMP-binding_C_c61,Acyl-CoA_dh_N;Acyl-CoA_dh_M;Acyl-CoA_dh_1_c36,PP-binding_c15,PP-binding_c9;Aminotran_1_2_c19
847	0.06943136009122071	5	7	ACP_syn_III_c23;ACP_syn_III_C_c28,AMP-binding_c16;PP-binding_c16,Aminotran_3_c35,FMO-like,Lipase_3
848	0.0774133683016279	3	3	Cyclase,HpcH_HpaI_c34,MmgE_PrpD
849	0.06646574117398668	7	10	DegT_DnrJ_EryC1_c20,Epimerase_c2,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,NTP_transferase,dTDP_sugar_isom
850	0.076383398157544	5	6	Abhydrolase_1_c48,FabA_c5,PP-binding_c24,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
851	0.06605603240288113	7	12	Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,DAHP_synth_1,DegT_DnrJ_EryC1_c9,ECH_1_c16,ECH_1_c43,Epimerase_c17,Peptidase_M15
852	0.08432576441188296	3	3	Epimerase_c56,Methyltransf_11_c32,PhyH_c39
853	0.06314607398591253	4	6	ADH_N_c12;ADH_zinc_N_c16,Arylsulfotran_2,Chal_sti_synt_N_c11;Chal_sti_synt_C_c4,Methyltransf_11_c40
854	0.06477109867894791	7	16	4HBT_c18,Abhydrolase_1_c9,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Methyltransf_13;Methyltransf_23;Methyltransf_14,PP-binding_c21,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
855	0.06694138989964232	4	5	FAD_binding_4;Cytokin-bind,G_glu_transpept,Glyoxalase_c30,PhzC-PhzF_c35
856	0.07544187011222257	3	7	Methyltransf_11_c5,SnoaL_2_c8,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
857	0.08360747828406223	6	8	ACP_syn_III_c51;ACP_syn_III_C_c5,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,dTDP_sugar_isom
858	0.06302225456769657	3	6	E1_dh,PP-binding_c24,Transket_pyr;Transketolase_C;Biotin_lipoyl;2-oxoacid_dh
859	0.07834579778432307	3	5	ACP_syn_III_c33;ACP_syn_III_C_c38,PP-binding_c27,ketoacyl-synt_c56;Ketoacyl-synt_C_c13
860	0.08295520352348261	3	3	FAD_binding_3_c3,FAD_binding_3_c59,Methyltransf_11_c19
861	0.06238442060534955	9	11	DUF1205_c1,DegT_DnrJ_EryC1_c12,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
862	0.07938865287885016	3	3	adh_short_c1,p450_c8,polyprenyl_synt_c5
863	0.06302225456769657	4	12	adh_short_c10,adh_short_c14,adh_short_c39,ketoacyl-synt_c26;Ketoacyl-synt_C_c29;KAsynt_C_assoc;Acyl_transf_1_c27;PS-DH_c25;ADH_N_c13;ADH_zinc_N_c8;adh_short_c9;PP-binding_c7
864	0.07234050547928296	4	20	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;ADH_N_c13;ADH_zinc_N_c32;adh_short_c9;PP-binding_c13,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c4;PS-DH_c3;adh_short_c9;PP-binding_c13,FAD_binding_3_c7,SnoaL_2_c24
865	0.07957602305053968	3	3	CoA_transf_3,Cyclase,adh_short_C2
866	0.07370305344698376	4	11	AMP-binding_c1;AMP-binding_C_2,AMP-binding_c52,Anth_synt_I_N;Chorismate_bind_c53,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
867	0.07184559190927708	8	10	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,Methyltransf_2,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
868	0.06486542404730328	3	4	Glyco_transf_28;UDPGT_c50,TylF,UDPGT_c50
869	0.050573071491788774	3	3	ACPS_c7,Acetyltransf_8,Thioesterase_c1
870	0.030905093054332634	8	8	Acetyltransf_2,DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,FAD_binding_3_c41,HAD_2_c30,ROK,Shikimate_dh_N
871	0.05126611262868686	5	21	AMP-binding_c43;AMP-binding_C_c61,AMP-binding_c53;AMP-binding_C_c31,Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3,PS-DH_c3;adh_short_c9;PP-binding_c13,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29
872	0.034021475559585	3	3	AMP-binding_c52,Amidohydro_2,DHQS
873	0.041952363145822506	5	13	4HBT_c18,MDMPI_N;Wyosine_form,Methyltransf_13;Methyltransf_23;Methyltransf_14,PP-binding_c21,ketoacyl-synt_c77;Ketoacyl-synt_C_c27;KAsynt_C_assoc;Acyl_transf_1_c34;adh_short_c9;PS-DH_c29
874	0.041952363145822506	5	8	4HBT_c18,Abhydrolase_1_c9,MDMPI_N;Wyosine_form,Methyltransf_13;Methyltransf_23;Methyltransf_14,PP-binding_c21
875	0.0223065735098617	5	6	Epimerase_c17,Epimerase_c45,GFO_IDH_MocA_c25,Glyco_trans_4_4_c28;UDPGT_c13,dTDP_sugar_isom
876	0.03856417697722556	9	11	ABM_c11,Acyl_transf_1_c46,Cyclase_polyket,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c34
877	0.06296399212234943	7	9	ABM_c22,Cyclase_polyket,DUF1772,FAD_binding_3_c3,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15,ketoacyl-synt_c20;Ketoacyl-synt_C_c65
878	0.06238442060534955	6	7	DegT_DnrJ_EryC1_c9,Epimerase_c2,Epimerase_c45,GFO_IDH_MocA_c25,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
879	0.00022502230871230576	9	11	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,ECH_1_c43,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH,Peptidase_M15
880	0.0003299491675301263	3	3	DSBA,FabA_c6,adh_short_c13
881	0.0001681434021587571	6	7	DAHP_synth_2_c7,DHQ_synthase_c22,DHquinase_II,DegT_DnrJ_EryC1_c3,FAD_binding_3_c41,GFO_IDH_MocA_c33;GFO_IDH_MocA_C
882	0.0007002549563607167	4	4	DegT_DnrJ_EryC1_c12,DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25,UDPGT_c13
883	0.0007002549563607167	4	6	DegT_DnrJ_EryC1_c20,GFO_IDH_MocA_c25,Methyltransf_13;Methyltransf_11_c23;Methyltransf_14,UDPGT_c13
884	0.0007291805067376584	7	9	DegT_DnrJ_EryC1_c12,FAD_binding_3_c42;adh_short_c18,GFO_IDH_MocA_c25,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
885	0.004320406388823828	3	3	Aminotran_3_c22,DHQ_synthase_c32,PIG-L
886	0.025416716239518765	5	7	ABM_c22,DUF1772,FAD_binding_3_c3,GATase_7_c46;Asn_synthase_c51,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
887	0.029625448242008277	7	8	ACPS_c7,Carboxyl_trans,Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
888	0.03826581015456442	5	7	Acyl_transf_1_c46,GATase_7_c46;Asn_synthase_c51,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
889	0.02796524695045433	6	7	DSBA,FabA_c5,FabA_c6,adh_short_c13,ketoacyl-synt_c12,ketoacyl-synt_c16;Ketoacyl-synt_C_c35
890	0.02244568642736675	7	10	4HBT_c18,Abhydrolase_1_c9,Anth_synt_I_N;Chorismate_bind_c53,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat,PP-binding_c21
891	0.023127403602821173	5	6	ABM_c11,Cyclase,FAD_binding_3_c59,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
892	1.0601523524681877e-05	7	9	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FMN_dh,Glyoxalase_c27;Glyoxalase_c6,PDH
893	8.516468723814478e-06	3	4	4HBT_c18,Abhydrolase_1_c9,GMC_oxred_N;GMC_oxred_C_c22
894	2.8558660567086662e-31	3	4	Cyclase_polyket,PP-binding_c9,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
895	5.351787344568718e-28	4	5	Cyclase_polyket,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
896	0.00015686282105825507	3	4	Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,DegT_DnrJ_EryC1_c9,ECH_1_c16
897	8.296159502477236e-17	4	5	ABM_c11,Polyketide_cyc2,adh_short_c50,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
898	0.08437979691830473	6	8	Abhydrolase_1_c19,Acetyltransf_1_c34,FAD_binding_3_c39,Glyco_trans_4_4_c28;DUF1205_c1,Glyoxalase_c9;Glyoxalase_c25,Peptidase_C26
899	0.08492247432260144	3	4	Carboxyl_trans,FAD_binding_3_c42;adh_short_c18,Oxidored_FMN_c33
900	0.08455456543675853	4	5	FAD_binding_3_c24,FAD_binding_3_c7,GMC_oxred_N;GMC_oxred_C_c22,Neocarzinostat
901	0.03456684526764412	3	4	Aminotran_3_c22,DHQ_synthase_c32,Glyco_transf_4_c4;Glycos_transf_1_c2
902	0.024155399901536	4	5	Aminotran_1_2_c23,Carbam_trans_N,Peptidase_S15;PepX_C,TauD_c39
903	0.02825175794412935	7	9	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,UDPGT_c50
904	0.026979816328131387	3	8	DUF1772,Lactamase_B,ketoacyl-synt_c18;Ketoacyl-synt_C_c4;KAsynt_C_assoc;Acyl_transf_1_c13;PS-DH_c1;PP-binding_c17
905	0.02570144029296381	3	4	Cyclase_polyket,FAD_binding_3_c42;adh_short_c18,adh_short_c10
906	0.026933562916612794	4	7	ACP_syn_III_c33;ACP_syn_III_C_c38,AMP-binding_c43;AMP-binding_C_c61,Thioesterase_c24,ketoacyl-synt_c56;Ketoacyl-synt_C_c13
907	0.024220110716046163	4	4	GFO_IDH_MocA_c25,NTP_transferase,TylF,dTDP_sugar_isom
908	0.027038409962584397	4	5	Chorismate_bind_c38;GATase_c53,DAHP_synth_2_c29,Isochorismatase_c20,PhzC-PhzF_c9
909	2.6783665813397225e-05	5	6	ABM_c11,Cyclase,PP-binding_c9,Polyketide_cyc2,ketoacyl-synt_c12;Ketoacyl-synt_C_c15
910	0.09338998802056601	4	10	FAD_binding_3_c10,Methyltransf_11_c32,adh_short_c4,ketoacyl-synt_c21;Ketoacyl-synt_C_c4;Acyl_transf_1_c25;PS-DH_c15;PP-binding_c34;Methyltransf_12_c14;Abhydrolase_3
911	0.0893250235671959	3	16	Docking;ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;adh_short_c9;PP-binding_c13;Thioesterase_c29,UDPGT_c30,ketoacyl-synt_c8;Ketoacyl-synt_C_c2;KAsynt_C_assoc;Acyl_transf_1_c11;PS-DH_c3;PP-binding_c13
912	0.09162171473903272	6	9	4HBT_c18,Acyl-CoA_dh_N;Acyl-CoA_dh_2,CMD,GMC_oxred_N;GMC_oxred_C_c22,MDMPI_N;Wyosine_form,Neocarzinostat
913	0.09234894399392675	6	7	Aminotran_3_c22,Antibiotic_NAT,DHQ_synthase_c32,GMC_oxred_N;GMC_oxred_C_c35,Glyco_trans_1_4_c28,Radical_SAM_c54
914	0.09426725188033223	5	6	ADH_N_c2;ADH_zinc_N_c38,Aminotran_3_c22,DHQ_synthase_c32,DegT_DnrJ_EryC1_c3,Radical_SAM_c54
915	0.09143043686599264	10	20	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c22;Condensation_c20;Thioesterase_c10,Condensation_c6;AMP-binding_c3;AMP-binding_C_c60;PP-binding_c4,ECH_1_c16,ECH_1_c42,FAD_binding_3_c50,Glyoxalase_c27;Glyoxalase_c6,PDH,UDPGT_c50
916	0.09130857236227435	7	14	Aminotran_1_2_c39,Chal_sti_synt_N_c17;Chal_sti_synt_C_c24,Condensation_c6;AMP-binding_c12;AMP-binding_C_c60;PP-binding_c22;Condensation_c38;Thioesterase_c10,ECH_1_c16,ECH_1_c42,Glyoxalase_c27;Glyoxalase_c6,PDH
